date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:05	204888/204888	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:41:02%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:16	2540/2540	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:34:13%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2Fdon-valley-golf-course%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed192f	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:33	4382599/4382599	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:40:54%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:34	2785/2785	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:01:07%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-1-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-1-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:46	173691/173691	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:40:51%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-2.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-2.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:48	2458/2458	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:01:07%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:04:56	111258/111258	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:41:05%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-3-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-3-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:05:00	2504/2504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:01:07%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-3-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-3-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:05:37	160459/160459	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:41:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-4.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-4.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:05:38	1965/1965	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:01:07%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-4-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/don-valley-4-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/don-valley-golf-course/)
16:05:42	1943/1943	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202016%2020:58:37%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/fitwp-shortcodes/js/frontend.js?ver=0008cb8d37357d786544de63ffad24da	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/fitwp-shortcodes/js/frontend7938.js	(from https://canadaconstructionlimited.ca/)
16:05:43	1724/1724	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202016%2020:53:57%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl/js/bootstrap-hover-dropdown.min.js?ver=2.1.3	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl/js/bootstrap-hover-dropdown.min4c71.js	(from https://canadaconstructionlimited.ca/)
16:05:45	23936/23936	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20May%202016%2020:58:37%20GMT	https://canadaconstructionlimited.ca/wp-content/plugins/constructent-shortcodes//js/owl.carousel.min.js?ver=1.3.3	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/plugins/constructent-shortcodes/js/owl.carousel.min3ba1.js	(from https://canadaconstructionlimited.ca/)
16:05:46	23689/23689	---M--	200	added ('OK')	text/css	date:Thu,%2012%20May%202016%2020:53:56%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl/css/font-awesome.min.css?ver=4.3.0	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl/css/font-awesome.minb2f9.css	(from https://canadaconstructionlimited.ca/)
16:05:54	58480/58480	---M--	200	added ('OK')	font/ttf	date:Thu,%2012%20May%202016%2020:53:56%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl/css/fonts/Pe-icon-7-stroke.ttf?d7yf1v	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl/css/fonts/Pe-icon-7-strokebb1d.ttf	(from https://canadaconstructionlimited.ca/wp-content/themes/ccl/css/pe-icon-7-stroke.min.css?ver=0008cb8d37357d786544de63ffad24da)
16:05:54	164231/164231	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2012%20May%202016%2020:53:56%20GMT	https://canadaconstructionlimited.ca/wp-content/themes/ccl/css/fonts/Pe-icon-7-stroke.svg?d7yf1v	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/themes/ccl/css/fonts/Pe-icon-7-strokebb1d.svg	(from https://canadaconstructionlimited.ca/wp-content/themes/ccl/css/pe-icon-7-stroke.min.css?ver=0008cb8d37357d786544de63ffad24da)
16:05:56	58478/58478	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:35:50%20GMT	https://canadaconstructionlimited.ca/wp-json/	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/index.html	(from https://canadaconstructionlimited.ca/)
16:05:58	1045/1045	---M--	200	added ('OK')	application/xml	date:Tue,%2003%20May%202016%2017:21:16%20GMT	https://canadaconstructionlimited.ca/wp-includes/wlwmanifest.xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-includes/wlwmanifest.xml	(from https://canadaconstructionlimited.ca/)
16:06:00	2184/2184	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:35:56%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embedcef4	(from https://canadaconstructionlimited.ca/projects/)
16:06:02	2267/2267	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:35:59%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embedd760	(from https://canadaconstructionlimited.ca/projects/)
16:06:02	63707/63707	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:41:03%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045-670x360.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_4045-670x360.jpg	(from https://canadaconstructionlimited.ca/projects/)
16:06:08	2406/2406	---MC-	200	added ('OK')	application/json	date:Thu,%2023%20Dec%202021%2010:36:07%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2Fttc-inglis-building%2F	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embede3ab.json	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:36:07%20GMT	https://canadaconstructionlimited.ca/?p=2635	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/indexa182.html	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:09	359414/359414	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:55:21%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_2815.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_2815.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:11	2525/2525	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:36:09%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2Fttc-inglis-building%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed9315	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:17	80045/80045	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:43:46%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-1-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-1-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:39	75460/75460	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:43:50%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-2.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-2.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:40	2080/2080	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:05:19%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:43	66897/66897	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:00%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-3-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-3-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:50	2340/2340	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:05:19%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-3-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-3-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:06:52	54882/54882	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:06%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-4-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-4-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:01	2239/2239	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:05:19%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-4-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-4-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:03	51493/51493	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-5-1024x768.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-5-1024x768.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:09	106787/106787	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:10%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-5.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-5.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:23	55263/55263	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:27%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-7-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-7-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:41	70087/70087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:19%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:42	84713/84713	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:16%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:43	2431/2431	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:05:20%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-6-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:46	81031/81031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:33%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:48	2660/2660	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:05:20%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:50	92987/92987	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:44:31%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/ttc-8.jpg	(from https://canadaconstructionlimited.ca/projects/ttc-inglis-building/)
16:07:51	29269/29269	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Apr%202017%2017:50:39%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_1480-002-e1491760238991.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/IMG_1480-002-e1491760238991.jpg	(from https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/)
16:07:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:37:52%20GMT	https://canadaconstructionlimited.ca/?p=2633	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/indexd308.html	(from https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/)
16:08:13	2377/2377	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:06:21%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-3-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-3-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/)
16:08:22	2559/2559	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2016:06:21%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/)
16:08:24	67669/67669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:43:41%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-1.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/newmarket-1.jpg	(from https://canadaconstructionlimited.ca/projects/newmarket-community-health-services-department/)
16:08:38	132656/132656	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:33:39%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4035.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4035.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Dec%202021%2010:38:39%20GMT	https://canadaconstructionlimited.ca/?p=2625	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/index37f0.html	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:43	2627/2627	---MC-	200	added ('OK')	text/xml	date:Thu,%2023%20Dec%202021%2010:38:41%20GMT	https://canadaconstructionlimited.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcanadaconstructionlimited.ca%2Fprojects%2Fbrookbanks-park-elmcrest-park-bridges%2F&format=xml	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-json/oembed/1.0/embed5c26	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:52	2802/2802	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:35:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4019-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4019-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:55	2756/2756	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:35:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4013-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4013-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:55	148068/148068	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:33:35%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4013.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4013.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:08:58	174113/174113	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:33:23%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4019.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4019.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:09:03	159223/159223	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:33:26%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4017.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4017.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:09:14	2836/2836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2000:35:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4011-e1495240482510-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/05/IMG_4011-e1495240482510-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:09:31	2904/2904	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:59%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-4-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-4-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:09:45	203343/203343	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:23:10%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-7-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-7-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:08	214863/214863	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:23:50%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-5-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-5-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:24	228675/228675	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:24:13%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-1-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-1-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:29	2650/2650	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:59%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-1-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-1-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:33	194847/194847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:24:50%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-6-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-6-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:37	265708/265708	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:24:47%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-6.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-6.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:53	204438/204438	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:24:31%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-2-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-2-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:10:58	2416/2416	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2015:56:59%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-2-96x72.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-2-96x72.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
16:11:02	213509/213509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2013:25:04%20GMT	https://canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-3-768x1024.jpg	/storage/emulated/0/HTTrack/Websites/raj%20construction/canadaconstructionlimited.ca/wp-content/uploads/2017/04/elmcrest-3-768x1024.jpg	(from https://canadaconstructionlimited.ca/projects/brookbanks-park-elmcrest-park-bridges/)
